47	67	21	98	40	50	85	0	9	55	9	38	95	17	16	21	6	4	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	82	70	40	41	54	66	76	64	95	57	29	46	41	68	52	69	18	8	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	78	1	25	14	52	83	35	50	93	56	98	88	30	74	91	78	48	46	48	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	24	83	84	5	18	28	59	38	65	61	44	34	63	59	86	100	48	37	82	75	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	48	82	100	53	68	12	49	54	5	16	15	24	50	22	95	33	79	50	45	25	57	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	54	84	42	8	55	31	9	29	13	100	94	8	61	28	15	23	38	96	23	49	2	85	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	33	76	47	84	16	36	4	14	99	35	14	77	97	46	39	76	35	50	47	96	44	98	17	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	35	80	89	15	6	17	48	66	34	44	92	35	39	64	100	87	72	70	86	39	37	69	37	77	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	61	39	83	36	14	95	95	1	39	69	94	25	12	32	18	75	17	82	63	30	92	52	75	31	95	104	0	0	0	0	0	0	0	0	0	0	0	0	0
10	92	89	55	27	97	46	80	62	69	68	87	83	82	2	43	50	17	30	90	80	27	98	30	53	71	52	88	0	0	0	0	0	0	0	0	0	0	0	0
9	14	86	74	32	55	96	60	13	48	28	30	30	36	44	26	58	26	69	74	19	37	9	46	57	45	22	5	146	0	0	0	0	0	0	0	0	0	0	0
76	64	58	80	59	60	91	87	98	53	14	100	28	25	69	32	29	99	52	37	18	92	22	5	80	66	37	0	44	98	0	0	0	0	0	0	0	0	0	0
80	88	30	32	34	50	93	100	10	5	3	29	76	80	32	10	51	8	48	65	20	7	8	16	86	39	65	21	25	43	91	0	0	0	0	0	0	0	0	0
49	54	56	89	20	33	67	12	86	77	87	26	94	32	11	8	4	86	70	7	60	10	7	67	71	16	28	68	41	58	85	87	0	0	0	0	0	0	0	0
34	76	71	89	50	98	88	33	66	19	35	51	72	18	48	16	39	39	50	82	15	67	56	34	6	55	77	43	83	59	23	5	134	0	0	0	0	0	0	0
74	48	40	51	33	68	72	78	14	58	93	38	16	23	20	5	87	27	65	6	85	66	9	85	28	89	14	99	51	9	55	97	18	58	0	0	0	0	0	0
11	55	18	20	86	11	40	58	86	23	55	87	65	94	69	88	82	79	84	82	57	83	34	72	34	38	58	100	93	99	56	4	99	51	77	0	0	0	0	0
36	32	55	61	62	72	14	56	75	51	75	7	34	64	96	33	65	20	65	96	75	15	54	97	21	77	94	7	66	65	96	94	84	59	38	68	0	0	0	0
84	4	93	39	98	90	51	76	31	8	51	75	29	44	85	66	24	99	47	59	62	72	33	56	77	23	7	49	17	36	19	16	54	76	100	29	110	0	0	0
97	78	56	79	37	99	35	29	12	90	14	4	68	75	7	55	100	44	26	20	82	11	62	41	73	86	55	99	42	75	13	100	81	51	43	63	12	96	0	0
41	72	97	47	82	84	58	29	31	64	11	24	42	27	57	91	49	21	79	55	61	88	45	39	44	48	87	57	11	1	81	10	37	56	27	6	33	38	64	0
53	79	23	46	13	77	73	88	39	80	88	97	88	49	28	42	64	92	14	34	72	56	72	19	12	65	25	35	7	5	31	83	42	28	4	84	98	88	28	0
